x_value,y_value,z_value 
3047,4050,2543
3048,4044,2541
3049,4052,2544
3050,4059,2541
3051,4064,2544
3052,4061,2550
3053,4069,2549
3054,4071,2549
3055,4065,2544
3056,4067,2548
3057,4062,2553
3058,4063,2558
3059,4061,2561
3060,4063,2564
3061,4059,2561
3062,4064,2556
3063,4063,2558
3064,4060,2557
3065,4063,2557
3066,4059,2559
3067,4062,2555
3068,4069,2554
3069,4063,2552
3070,4063,2556
3071,4059,2560
3072,4064,2564
3073,4058,2568
3074,4054,2565
3075,4057,2560
3076,4057,2566
3077,4058,2565
3078,4056,2570
3079,4060,2576
3080,4066,2574
3081,4067,2570
3082,4065,2570
3083,4070,2572
3084,4069,2567
3085,4077,2573
3086,4071,2573
3087,4071,2568
3088,4068,2566
3089,4062,2562
3090,4066,2568
3091,4068,2573
3092,4069,2579
3093,4072,2580
3094,4067,2576
3095,4073,2580
3096,4078,2585
3097,4081,2582
3098,4080,2577
3099,4084,2576
3100,4079,2572
3101,4085,2572
3102,4082,2570
3103,4085,2571
3104,4083,2567
3105,4086,2572
3106,4086,2578
3107,4087,2580
3108,4081,2586
3109,4086,2582
3110,4081,2578
3111,4075,2582
3112,4082,2588
3113,4081,2586
3114,4085,2586
3115,4083,2587
3116,4089,2586
3117,4087,2591
3118,4084,2587
3119,4090,2591
3120,4089,2589
3121,4090,2587
3122,4089,2585
3123,4095,2582
3124,4092,2584
3125,4100,2590
3126,4107,2589
3127,4103,2584
3128,4102,2588
3129,4099,2591
3130,4104,2586
3131,4108,2588
3132,4110,2585
3133,4111,2587
3134,4114,2588
3135,4116,2588
3136,4122,2584
3137,4120,2585
3138,4127,2585
3139,4128,2589
3140,4124,2595
3141,4126,2590
3142,4132,2589
3143,4132,2595
3144,4136,2601
3145,4137,2596
3146,4139,2597
3147,4145,2594
3148,4139,2600
3149,4137,2600
3150,4141,2600
3151,4138,2604
3152,4140,2608
3153,4139,2605
3154,4136,2611
3155,4135,2616
3156,4131,2612
3157,4129,2611
3158,4126,2607
3159,4130,2607
3160,4131,2610
3161,4132,2612
3162,4140,2614
3163,4136,2610
3164,4135,2610
3165,4143,2611
3166,4138,2613
3167,4142,2616
3168,4142,2621
3169,4143,2622
3170,4138,2619
3171,4132,2619
3172,4127,2623
3173,4133,2627
3174,4131,2623
3175,4130,2624
3176,4127,2619
3177,4123,2616
3178,4120,2612
3179,4120,2615
3180,4127,2620
3181,4135,2623
3182,4139,2625
3183,4139,2621
3184,4139,2624
3185,4142,2624
3186,4136,2626
3187,4142,2632
3188,4137,2638
3189,4142,2636
3190,4141,2639
3191,4148,2635
3192,4149,2633
3193,4145,2632
3194,4150,2629
3195,4154,2630
3196,4151,2631
3197,4159,2636
3198,4161,2637
3199,4169,2634
3200,4171,2632
3201,4174,2632
3202,4177,2638
3203,4173,2642
3204,4174,2642
3205,4181,2647
3206,4181,2644
3207,4181,2649
3208,4183,2654
3209,4186,2653
3210,4190,2654
3211,4187,2656
3212,4188,2652
3213,4188,2649
3214,4189,2654
3215,4196,2650
3216,4194,2654
3217,4198,2654
3218,4204,2652
3219,4208,2651
3220,4215,2649
3221,4211,2654
3222,4216,2656
3223,4210,2660
3224,4211,2661
3225,4219,2659
3226,4217,2656
3227,4221,2660
3228,4224,2662
3229,4229,2663
3230,4233,2664
3231,4234,2662
3232,4241,2660
3233,4247,2663
3234,4254,2659
3235,4252,2657
3236,4255,2659
3237,4261,2656
3238,4257,2656
3239,4258,2652
3240,4266,2653
3241,4271,2651
3242,4278,2654
3243,4277,2656
3244,4278,2657
3245,4277,2660
3246,4277,2666
3247,4273,2661
3248,4278,2664
3249,4277,2660
3250,4285,2661
3251,4290,2663
3252,4292,2662
3253,4297,2666
3254,4298,2669
3255,4305,2667
3256,4309,2672
3257,4314,2676
3258,4316,2671
3259,4317,2669
3260,4321,2666
3261,4329,2665
3262,4334,2671
3263,4335,2675
3264,4340,2680
3265,4342,2680
3266,4350,2677
3267,4347,2674
3268,4353,2673
3269,4360,2668
3270,4361,2672
3271,4361,2675
3272,4368,2680
3273,4367,2685
3274,4374,2683
3275,4372,2688
3276,4372,2684
3277,4375,2687
3278,4377,2688
3279,4372,2688
3280,4376,2693
3281,4376,2697
3282,4380,2702
3283,4384,2703
3284,4382,2704
3285,4378,2709
3286,4372,2714
3287,4370,2710
3288,4365,2707
3289,4359,2704
3290,4365,2705
3291,4369,2706
3292,4367,2706
3293,4362,2707
3294,4361,2707
3295,4363,2710
3296,4370,2706
3297,4370,2711
3298,4373,2717
3299,4378,2712
3300,4385,2718
3301,4386,2718
3302,4394,2713
3303,4390,2713
3304,4384,2708
3305,4383,2713
3306,4379,2717
3307,4386,2718
3308,4389,2713
3309,4390,2719
3310,4394,2717
3311,4398,2712
3312,4402,2717
3313,4409,2719
3314,4404,2725
3315,4406,2725
3316,4400,2726
3317,4396,2732
3318,4404,2736
3319,4398,2736
3320,4393,2731
3321,4391,2726
3322,4391,2731
3323,4396,2734
3324,4396,2739
3325,4402,2741
3326,4405,2741
3327,4410,2742
3328,4404,2748
3329,4407,2751
3330,4411,2755
3331,4405,2751
3332,4408,2753
3333,4405,2756
3334,4402,2759
3335,4408,2757
3336,4415,2754
3337,4409,2757
3338,4417,2754
3339,4420,2752
3340,4426,2749
3341,4421,2751
3342,4418,2752
3343,4426,2751
3344,4426,2746
3345,4433,2743
3346,4427,2738
3347,4434,2734
3348,4428,2733
3349,4435,2736
3350,4439,2735
3351,4436,2736
3352,4434,2741
3353,4429,2742
3354,4436,2740
3355,4442,2743
3356,4444,2742
3357,4443,2739
3358,4438,2739
3359,4437,2736
3360,4439,2740
3361,4442,2739
3362,4439,2742
3363,4440,2740
3364,4441,2742
3365,4448,2744
3366,4448,2748
3367,4456,2752
3368,4450,2754
3369,4454,2749
3370,4457,2753
3371,4464,2759
3372,4459,2762
3373,4460,2759
3374,4455,2762
3375,4462,2758
3376,4457,2762
3377,4461,2761
3378,4457,2763
3379,4456,2767
3380,4454,2773
3381,4461,2777
3382,4469,2782
3383,4468,2779
3384,4470,2782
3385,4478,2779
3386,4476,2785
3387,4479,2780
3388,4481,2785
3389,4487,2791
3390,4491,2795
3391,4492,2797
3392,4492,2796
3393,4488,2795
3394,4485,2795
3395,4487,2796
3396,4494,2802
3397,4495,2802
3398,4500,2803
3399,4496,2804
3400,4495,2810
3401,4500,2805
3402,4505,2809
3403,4504,2811
3404,4509,2813
3405,4504,2809
3406,4504,2807
3407,4499,2808
3408,4502,2811
3409,4503,2810
3410,4509,2815
3411,4516,2817
3412,4511,2816
3413,4507,2814
3414,4506,2820
3415,4506,2815
3416,4501,2818
3417,4509,2820
3418,4506,2822
3419,4508,2827
3420,4511,2830
3421,4509,2827
3422,4516,2827
3423,4511,2829
3424,4513,2829
3425,4508,2825
3426,4512,2827
3427,4508,2828
3428,4504,2833
3429,4498,2828
3430,4498,2825
3431,4504,2826
3432,4508,2826
3433,4513,2823
3434,4520,2825
3435,4515,2821
3436,4512,2823
3437,4515,2824
3438,4510,2823
3439,4504,2825
3440,4503,2822
3441,4501,2819
3442,4502,2816
3443,4496,2816
3444,4501,2813
3445,4504,2816
3446,4511,2815
3447,4515,2814
3448,4517,2817
3449,4520,2818
3450,4520,2824
3451,4524,2823
3452,4532,2819
3453,4538,2815
3454,4546,2821
3455,4546,2826
3456,4544,2825
3457,4541,2830
3458,4547,2825
3459,4542,2823
3460,4543,2824
3461,4549,2830
3462,4543,2834
3463,4546,2836
3464,4543,2842
3465,4544,2846
3466,4545,2851
3467,4543,2849
3468,4543,2854
3469,4547,2852
3470,4552,2852
3471,4554,2848
3472,4556,2845
3473,4564,2851
3474,4568,2848
3475,4575,2843
3476,4570,2838
3477,4578,2844
3478,4581,2841
3479,4578,2845
3480,4581,2848
3481,4577,2844
3482,4573,2843
3483,4573,2842
3484,4576,2845
3485,4575,2842
3486,4583,2844
3487,4584,2848
3488,4582,2852
3489,4585,2851
3490,4586,2855
3491,4584,2858
3492,4581,2860
3493,4581,2866
3494,4583,2872
3495,4578,2878
3496,4585,2880
3497,4586,2882
3498,4580,2879
3499,4586,2882
3500,4591,2887
3501,4591,2884
3502,4587,2886
3503,4590,2888
3504,4598,2893
3505,4599,2891
3506,4605,2887
3507,4609,2888
3508,4610,2886
3509,4604,2882
3510,4610,2887
3511,4613,2882
3512,4614,2886
3513,4609,2883
3514,4606,2881
3515,4611,2882
3516,4606,2884
3517,4603,2889
3518,4606,2889
3519,4611,2890
3520,4611,2888
3521,4616,2883
3522,4616,2878
3523,4617,2877
3524,4623,2872
3525,4631,2878
3526,4629,2881
3527,4630,2877
3528,4627,2882
3529,4633,2877
3530,4627,2876
3531,4635,2882
3532,4639,2885
3533,4638,2880
3534,4644,2882
3535,4649,2882
3536,4657,2877
3537,4652,2881
3538,4657,2878
3539,4654,2881
3540,4660,2878
3541,4665,2873
3542,4673,2873
3543,4678,2876
3544,4685,2877
3545,4680,2874
3546,4685,2874
3547,4686,2873
3548,4687,2871
3549,4689,2876
3550,4697,2872
3551,4691,2874
3552,4698,2877
3553,4702,2882
3554,4705,2888
3555,4709,2889
3556,4709,2890
3557,4712,2896
3558,4709,2898
3559,4706,2893
3560,4701,2895
3561,4695,2890
3562,4692,2894
3563,4693,2890
3564,4688,2896
3565,4685,2901
3566,4680,2897
3567,4674,2894
3568,4678,2899
3569,4678,2904
3570,4673,2910
3571,4671,2914
3572,4665,2917
3573,4668,2918
3574,4670,2917
3575,4670,2917
3576,4665,2922
3577,4662,2924
3578,4666,2928
3579,4663,2933
3580,4657,2930
3581,4655,2928
3582,4650,2928
3583,4649,2931
3584,4644,2927
3585,4652,2932
3586,4653,2936
3587,4653,2935
3588,4655,2933
3589,4662,2939
3590,4670,2934
3591,4674,2936
3592,4669,2937
3593,4666,2941
3594,4665,2939
3595,4659,2938
3596,4662,2944
3597,4667,2939
3598,4663,2945
3599,4671,2950
3600,4669,2946
3601,4664,2945
3602,4663,2941
3603,4662,2942
3604,4663,2947
3605,4666,2952
3606,4672,2954
3607,4674,2955
3608,4676,2950
3609,4670,2956
3610,4664,2959
3611,4667,2957
3612,4663,2953
3613,4659,2955
3614,4660,2956
3615,4665,2960
3616,4661,2963
3617,4660,2966
3618,4660,2965
3619,4654,2963
3620,4650,2968
3621,4644,2968
3622,4639,2972
3623,4637,2968
3624,4633,2971
3625,4639,2976
3626,4641,2973
3627,4644,2968
3628,4649,2971
3629,4644,2972
3630,4647,2968
3631,4644,2967
3632,4652,2970
3633,4656,2970
3634,4652,2972
3635,4651,2968
3636,4646,2966
3637,4643,2972
3638,4646,2976
3639,4647,2971
3640,4645,2973
3641,4651,2978
3642,4645,2978
3643,4649,2975
3644,4643,2972
3645,4643,2974
3646,4638,2976
3647,4642,2982
3648,4643,2982
3649,4646,2977
3650,4647,2976
3651,4644,2981
3652,4640,2985
3653,4641,2991
3654,4639,2996
3655,4634,2991
3656,4642,2996
3657,4640,2996
3658,4648,2993
3659,4654,2990
3660,4652,2991
3661,4659,2994
3662,4655,2990
3663,4657,2988
3664,4661,2984
3665,4655,2982
3666,4650,2982
3667,4655,2982
3668,4658,2983
3669,4660,2984
3670,4657,2979
3671,4655,2977
3672,4652,2975
3673,4653,2972
3674,4660,2967
3675,4660,2969
3676,4661,2970
3677,4656,2976
3678,4660,2981
3679,4658,2981
3680,4660,2984
3681,4658,2984
3682,4654,2983
3683,4662,2989
3684,4662,2985
3685,4669,2989
3686,4672,2991
3687,4671,2991
3688,4678,2989
3689,4679,2990
3690,4674,2987
3691,4677,2989
3692,4680,2985
3693,4685,2984
3694,4687,2985
3695,4689,2986
3696,4686,2988
3697,4688,2992
3698,4689,2997
3699,4693,3002
3700,4698,3006
3701,4705,3004
3702,4711,3008
3703,4714,3003
3704,4714,3002
3705,4716,3004
3706,4722,2999
3707,4729,3004
3708,4723,3000
3709,4727,2998
3710,4722,2993
3711,4729,2993
3712,4729,2990
3713,4726,2996
3714,4731,2999
3715,4737,3003
3716,4733,3000
3717,4738,3003
3718,4739,3004
3719,4742,3007
3720,4750,3005
3721,4749,3005
3722,4753,3003
3723,4753,3006
3724,4759,3008
3725,4754,3009
3726,4749,3006
3727,4745,3006
3728,4742,3001
3729,4745,2997
3730,4741,2996
3731,4746,2997
3732,4746,2992
3733,4753,2987
3734,4758,2992
3735,4766,2995
3736,4772,2995
3737,4776,2992
3738,4783,2989
3739,4779,2989
3740,4786,2991
3741,4793,2989
3742,4787,2994
3743,4792,2997
3744,4795,3003
3745,4790,3002
3746,4787,3001
3747,4793,3000
3748,4787,2996
3749,4795,2992
3750,4798,2995
3751,4799,3001
3752,4805,2997
3753,4809,2999
3754,4810,2996
3755,4812,3001
3756,4812,3007
3757,4815,3011
3758,4823,3016
3759,4823,3020
3760,4829,3018
3761,4826,3018
3762,4829,3022
3763,4827,3027
3764,4824,3028
3765,4828,3034
3766,4822,3038
3767,4822,3037
3768,4820,3042
3769,4826,3047
3770,4829,3047
3771,4831,3048
3772,4828,3051
3773,4831,3046
3774,4829,3042
3775,4827,3041
3776,4827,3045
3777,4833,3048
3778,4827,3049
3779,4824,3048
3780,4829,3047
3781,4824,3048
3782,4824,3044
3783,4828,3043
3784,4823,3044
3785,4831,3042
3786,4834,3041
3787,4840,3044
3788,4848,3043
3789,4849,3048
3790,4855,3051
3791,4856,3047
3792,4853,3050
3793,4857,3049
3794,4851,3047
3795,4849,3046
3796,4850,3044
3797,4856,3050
3798,4862,3053
3799,4866,3057
3800,4871,3063
3801,4875,3058
3802,4876,3053
3803,4880,3055
3804,4888,3061
3805,4889,3058
3806,4896,3063
3807,4901,3063
3808,4903,3069
3809,4911,3073
3810,4909,3077
3811,4912,3079
3812,4920,3080
3813,4918,3080
3814,4918,3079
3815,4916,3084
3816,4923,3090
3817,4923,3086
3818,4927,3092
3819,4925,3092
3820,4928,3092
3821,4930,3091
3822,4927,3086
3823,4933,3081
3824,4934,3087
3825,4929,3093
3826,4923,3096
3827,4920,3101
3828,4928,3100
3829,4929,3101
3830,4935,3097
3831,4932,3101
3832,4938,3099
3833,4945,3098
3834,4952,3097
3835,4950,3103
3836,4944,3102
3837,4952,3097
3838,4952,3095
3839,4957,3096
3840,4965,3096
3841,4959,3096
3842,4954,3093
3843,4951,3097
3844,4953,3102
3845,4949,3101
3846,4945,3102
3847,4945,3101
3848,4950,3104
3849,4956,3105
3850,4960,3109
3851,4966,3104
3852,4969,3101
3853,4971,3101
3854,4978,3096
3855,4986,3102
3856,4987,3108
3857,4992,3111
3858,4988,3110
3859,4996,3106
3860,5001,3104
3861,4998,3102
3862,4993,3099
3863,4993,3096
3864,4997,3100
3865,5005,3104
3866,5005,3109
3867,5007,3109
3868,5011,3112
3869,5014,3110
3870,5017,3107
3871,5025,3112
3872,5020,3111
3873,5027,3107
3874,5034,3108
3875,5031,3107
3876,5026,3111
3877,5025,3117
3878,5031,3123
3879,5039,3129
3880,5034,3127
3881,5028,3127
3882,5031,3133
3883,5038,3135
3884,5035,3139
3885,5040,3145
3886,5044,3150
3887,5046,3153
3888,5040,3149
3889,5047,3150
3890,5047,3149
3891,5048,3146
3892,5042,3148
3893,5043,3148
3894,5046,3146
3895,5053,3147
3896,5056,3145
3897,5057,3147
3898,5053,3148
3899,5060,3147
3900,5068,3142
3901,5064,3138
3902,5065,3140
3903,5067,3139
3904,5074,3141
3905,5082,3143
3906,5089,3145
3907,5092,3149
3908,5090,3144
3909,5085,3142
3910,5086,3142
3911,5093,3144
3912,5088,3140
3913,5095,3140
3914,5091,3136
3915,5086,3136
3916,5091,3131
3917,5099,3129
3918,5101,3134
3919,5105,3137
3920,5112,3140
3921,5111,3135
3922,5117,3132
3923,5118,3133
3924,5122,3131
3925,5119,3129
3926,5123,3133
3927,5117,3136
3928,5112,3142
3929,5113,3139
3930,5111,3136
3931,5114,3140
3932,5110,3142
3933,5106,3146
3934,5104,3141
3935,5106,3138
3936,5103,3141
3937,5104,3144
3938,5110,3140
3939,5118,3145
3940,5124,3151
3941,5128,3146
3942,5128,3144
3943,5131,3148
3944,5136,3145
3945,5130,3145
3946,5134,3143
3947,5139,3142
3948,5133,3145
3949,5135,3141
3950,5132,3144
3951,5131,3147
3952,5134,3142
3953,5131,3141
3954,5126,3136
3955,5121,3138
3956,5128,3135
3957,5127,3138
3958,5135,3139
3959,5135,3137
3960,5142,3137
3961,5143,3132
3962,5140,3136
3963,5144,3135
3964,5147,3132
3965,5148,3130
3966,5152,3133
3967,5148,3128
3968,5155,3125
3969,5157,3122
3970,5155,3125
3971,5151,3127
3972,5157,3123
3973,5158,3121
3974,5157,3127
3975,5158,3132
3976,5156,3133
3977,5159,3135
3978,5159,3141
3979,5159,3140
3980,5166,3146
3981,5164,3141
3982,5162,3141
3983,5168,3144
3984,5171,3147
3985,5178,3145
3986,5179,3149
3987,5179,3145
3988,5185,3143
3989,5181,3148
3990,5177,3147
3991,5177,3150
3992,5181,3150
3993,5181,3153
3994,5188,3159
3995,5189,3157
3996,5196,3160
3997,5199,3166
3998,5206,3170
3999,5206,3175
4000,5207,3178
4001,5210,3174
4002,5213,3179
4003,5210,3183
4004,5208,3186
4005,5215,3192
4006,5220,3196
4007,5224,3194
4008,5223,3198
4009,5218,3193
4010,5218,3199
4011,5213,3196
4012,5215,3194
4013,5215,3194
4014,5221,3191
4015,5229,3192
4016,5229,3194
4017,5226,3198
4018,5226,3200
4019,5222,3199
4020,5225,3200
4021,5231,3205
4022,5239,3204
4023,5247,3203
4024,5253,3201
4025,5247,3206
4026,5241,3212
4027,5236,3207
4028,5230,3213
4029,5233,3210
4030,5236,3214
4031,5236,3220
4032,5240,3218
4033,5243,3213
4034,5240,3210
4035,5246,3207
4036,5245,3202
4037,5244,3208
4038,5245,3206
4039,5243,3204
4040,5239,3202
4041,5241,3208
4042,5235,3208
4043,5233,3209
4044,5236,3211
4045,5237,3209
4046,5242,3204
4047,5237,3207
4048,5235,3205
4049,5243,3200
4050,5247,3204
4051,5253,3206
4052,5257,3203
4053,5259,3199
4054,5256,3200
4055,5262,3204
4056,5263,3199
4057,5271,3197
4058,5273,3201
4059,5272,3207
4060,5277,3203
4061,5281,3204
4062,5276,3205
4063,5272,3205
4064,5274,3202
4065,5276,3202
4066,5283,3206
4067,5283,3203
4068,5284,3204
4069,5292,3200
4070,5298,3199
4071,5292,3200
4072,5294,3200
4073,5298,3195
4074,5299,3195
4075,5296,3196
4076,5304,3195
4077,5298,3191
4078,5306,3187
4079,5303,3192
4080,5305,3192
4081,5302,3197
4082,5298,3197
4083,5292,3199
4084,5297,3203
4085,5302,3207
4086,5297,3213
4087,5305,3211
4088,5310,3217
4089,5304,3222
4090,5298,3219
4091,5295,3224
4092,5298,3224
4093,5301,3222
4094,5300,3225
4095,5307,3224
4096,5313,3224
4097,5311,3226
4098,5314,3230
4099,5318,3228
4100,5321,3230
4101,5324,3230
4102,5320,3235
4103,5318,3236
4104,5316,3241
4105,5321,3240
4106,5327,3246
4107,5330,3241
4108,5337,3242
4109,5332,3237
4110,5339,3243
4111,5333,3246
4112,5335,3243
4113,5341,3242
4114,5340,3244
4115,5347,3241
4116,5349,3240
4117,5345,3246
4118,5347,3252
4119,5355,3248
4120,5357,3250
4121,5356,3252
4122,5356,3253
4123,5354,3249
4124,5353,3253
4125,5356,3257
4126,5358,3262
4127,5364,3262
4128,5360,3260
4129,5365,3266
4130,5373,3264
4131,5368,3269
4132,5367,3270
4133,5371,3275
4134,5377,3270
4135,5379,3274
4136,5383,3273
4137,5381,3273
4138,5382,3277
4139,5379,3275
4140,5386,3279
4141,5390,3283
4142,5394,3279
4143,5394,3275
4144,5393,3276
4145,5401,3280
4146,5404,3285
4147,5404,3283
4148,5401,3285
4149,5401,3281
4150,5405,3282
4151,5402,3279
4152,5397,3276
4153,5403,3282
4154,5410,3287
4155,5409,3284
4156,5405,3287
4157,5404,3288
4158,5405,3285
4159,5402,3283
4160,5396,3289
4161,5392,3289
4162,5387,3291
4163,5393,3294
4164,5397,3291
4165,5393,3287
4166,5388,3293
4167,5382,3294
4168,5387,3290
4169,5393,3296
4170,5393,3294
4171,5398,3296
4172,5395,3300
4173,5394,3304
4174,5389,3303
4175,5397,3304
4176,5403,3309
4177,5400,3310
4178,5400,3307
4179,5408,3311
4180,5408,3317
4181,5405,3315
4182,5413,3321
4183,5414,3324
4184,5419,3327
4185,5418,3327
4186,5418,3323
4187,5416,3324
4188,5410,3330
4189,5409,3330
4190,5412,3334
4191,5413,3329
4192,5412,3333
4193,5407,3333
4194,5405,3333
4195,5406,3336
4196,5409,3338
4197,5404,3340
4198,5411,3338
4199,5409,3336
4200,5417,3335
4201,5417,3331
4202,5417,3331
4203,5414,3326
4204,5411,3328
4205,5418,3329
4206,5412,3330
4207,5412,3336
4208,5420,3337
4209,5425,3335
4210,5428,3339
4211,5432,3339
4212,5428,3338
4213,5425,3341
4214,5432,3337
4215,5427,3335
4216,5434,3336
4217,5433,3331
4218,5438,3331
4219,5434,3327
4220,5440,3333
4221,5443,3332
4222,5450,3332
4223,5445,3327
4224,5441,3331
4225,5436,3329
4226,5439,3335
4227,5433,3336
4228,5429,3334
4229,5428,3334
4230,5433,3334
4231,5428,3339
4232,5430,3336
4233,5432,3336
4234,5429,3337
4235,5437,3338
4236,5440,3340
4237,5437,3342
4238,5442,3345
4239,5438,3348
4240,5435,3348
4241,5442,3352
4242,5437,3349
4243,5437,3347
4244,5434,3345
4245,5436,3341
4246,5433,3339
4247,5431,3343
4248,5429,3338
4249,5426,3333
4250,5430,3335
4251,5425,3331
4252,5424,3336
4253,5429,3336
4254,5436,3333
4255,5443,3339
4256,5442,3345
4257,5442,3346
4258,5448,3343
4259,5455,3343
4260,5461,3349
4261,5462,3351
4262,5466,3353
4263,5460,3358
4264,5462,3360
4265,5462,3362
4266,5465,3358
4267,5464,3357
4268,5460,3355
4269,5465,3354
4270,5462,3357
4271,5464,3361
4272,5463,3362
4273,5464,3358
4274,5469,3361
4275,5464,3357
4276,5472,3356
4277,5477,3351
4278,5478,3351
4279,5480,3348
4280,5476,3349
4281,5482,3355
4282,5477,3356
4283,5483,3359
4284,5483,3358
4285,5490,3362
4286,5489,3365
4287,5490,3368
4288,5497,3374
4289,5492,3376
4290,5490,3377
4291,5493,3374
4292,5501,3375
4293,5507,3372
4294,5511,3378
4295,5518,3380
4296,5522,3375
4297,5516,3373
4298,5512,3371
4299,5511,3370
4300,5519,3373
4301,5513,3375
4302,5508,3376
4303,5507,3377
4304,5508,3377
4305,5511,3372
4306,5519,3377
4307,5518,3382
4308,5522,3387
4309,5519,3387
4310,5516,3393
4311,5519,3390
4312,5516,3388
4313,5511,3393
4314,5508,3388
4315,5503,3394
4316,5511,3395
4317,5515,3399
4318,5517,3398
4319,5525,3401
4320,5519,3407
4321,5524,3410
4322,5523,3410
4323,5522,3406
4324,5516,3403
4325,5522,3404
4326,5527,3409
4327,5522,3412
4328,5518,3416
4329,5523,3416
4330,5520,3419
4331,5522,3422
4332,5516,3421
4333,5520,3421
4334,5514,3419
4335,5518,3415
4336,5512,3411
4337,5513,3406
4338,5515,3403
4339,5517,3398
4340,5525,3404
4341,5530,3405
4342,5532,3400
4343,5526,3397
4344,5532,3394
4345,5532,3398
4346,5530,3404
4347,5536,3402
4348,5533,3397
4349,5534,3401
4350,5529,3401
4351,5527,3397
4352,5526,3403
4353,5534,3400
4354,5535,3399
4355,5532,3396
4356,5532,3391
4357,5535,3388
4358,5537,3383
4359,5545,3378
4360,5548,3374
4361,5549,3378
4362,5544,3378
4363,5541,3379
4364,5539,3378
4365,5545,3374
4366,5543,3371
4367,5541,3366
4368,5538,3364
4369,5533,3365
4370,5528,3371
4371,5525,3367
4372,5531,3368
4373,5539,3363
4374,5547,3365
4375,5544,3368
4376,5552,3369
4377,5556,3375
4378,5557,3375
4379,5552,3375
4380,5556,3376
4381,5560,3372
4382,5568,3367
4383,5567,3373
4384,5565,3370
4385,5567,3376
4386,5568,3379
4387,5563,3377
4388,5565,3372
4389,5561,3372
4390,5557,3369
4391,5561,3373
4392,5563,3375
4393,5566,3372
4394,5574,3368
4395,5570,3369
4396,5578,3371
4397,5573,3370
4398,5578,3374
4399,5579,3370
4400,5586,3374
4401,5594,3372
4402,5588,3374
4403,5585,3377
4404,5580,3374
4405,5581,3374
4406,5585,3380
4407,5583,3376
4408,5587,3373
4409,5595,3370
4410,5594,3368
4411,5602,3367
4412,5605,3366
4413,5607,3369
4414,5603,3371
4415,5601,3372
4416,5599,3370
4417,5596,3366
4418,5591,3362
4419,5597,3358
4420,5594,3364
4421,5602,3369
4422,5609,3369
4423,5605,3375
4424,5608,3381
4425,5612,3378
4426,5617,3377
4427,5616,3380
4428,5621,3383
4429,5624,3380
4430,5631,3381
4431,5627,3384
4432,5627,3381
4433,5635,3385
4434,5633,3388
4435,5639,3386
4436,5639,3392
4437,5636,3390
4438,5639,3393
4439,5634,3390
4440,5628,3391
4441,5635,3396
4442,5629,3395
4443,5623,3392
4444,5617,3396
4445,5618,3398
4446,5615,3397
4447,5615,3397
4448,5619,3395
4449,5627,3397
4450,5634,3397
4451,5628,3395
4452,5627,3399
4453,5635,3396
4454,5633,3399
4455,5627,3403
4456,5623,3408
4457,5626,3408
4458,5622,3404
4459,5626,3404
4460,5627,3401
4461,5631,3397
4462,5633,3399
4463,5641,3400
4464,5635,3401
4465,5639,3403
4466,5639,3409
4467,5635,3411
4468,5638,3408
4469,5632,3414
4470,5630,3417
4471,5628,3418
4472,5623,3419
4473,5625,3422
4474,5620,3426
4475,5621,3430
4476,5624,3427
4477,5627,3430
4478,5625,3432
4479,5632,3428
4480,5631,3433
4481,5633,3439
4482,5641,3435
4483,5643,3434
4484,5649,3434
4485,5655,3434
4486,5660,3433
4487,5660,3436
4488,5666,3440
4489,5671,3436
4490,5670,3435
4491,5673,3433
4492,5679,3438
4493,5678,3436
4494,5677,3441
4495,5684,3443
4496,5681,3444
4497,5680,3448
4498,5679,3453
4499,5673,3454
4500,5675,3456
4501,5671,3458
4502,5669,3456
4503,5674,3453
4504,5679,3457
4505,5684,3453
4506,5688,3452
4507,5687,3454
4508,5681,3455
4509,5685,3457
4510,5684,3459
4511,5681,3459
4512,5685,3461
4513,5692,3459
4514,5687,3456
4515,5688,3456
4516,5685,3455
4517,5679,3461
4518,5673,3460
4519,5675,3462
4520,5671,3460
4521,5671,3461
4522,5678,3458
4523,5680,3453
4524,5674,3457
4525,5669,3458
4526,5677,3455
4527,5682,3452
4528,5679,3451
4529,5683,3453
4530,5688,3450
4531,5693,3452
4532,5699,3452
4533,5700,3449
4534,5706,3447
4535,5701,3446
4536,5703,3450
4537,5707,3452
4538,5710,3450
4539,5713,3450
4540,5709,3449
4541,5712,3453
4542,5715,3457
4543,5709,3460
4544,5705,3456
4545,5703,3454
4546,5705,3451
4547,5712,3447
4548,5708,3451
4549,5711,3449
4550,5715,3448
4551,5716,3448
4552,5715,3454
4553,5709,3451
4554,5709,3455
4555,5717,3451
4556,5722,3454
4557,5717,3457
4558,5721,3460
4559,5724,3459
4560,5732,3462
4561,5728,3462
4562,5727,3462
4563,5726,3464
4564,5723,3464
4565,5718,3464
4566,5721,3461
4567,5720,3460
4568,5719,3466
4569,5716,3467
4570,5719,3465
4571,5719,3462
4572,5725,3467
4573,5730,3463
4574,5735,3463
4575,5729,3464
4576,5732,3469
4577,5726,3467
4578,5728,3469
4579,5727,3464
4580,5732,3463
4581,5727,3463
4582,5722,3466
4583,5728,3461
4584,5727,3461
4585,5724,3461
4586,5719,3465
4587,5727,3470
4588,5728,3471
4589,5724,3469
4590,5720,3472
4591,5721,3476
4592,5715,3472
4593,5710,3477
4594,5718,3478
4595,5712,3477
4596,5716,3473
4597,5724,3476
4598,5729,3474
4599,5725,3470
4600,5725,3472
